keyword,position,prev_position,search_volume,keyword_difficulty,cpc,url,traffic,traffic_pct,traffic_cost,competition,serp_features,keyword_intents,position_type
hist reset,1,1,170,8,0.96,https://smartq.pureforyou.com/products/39361650753570/hist-reset,0,0,0,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
d3 vitamin 25 mg,16,16,110,26,1.22,https://smartq.pureforyou.com/products/39628621512738/vitamin-d3-25-60,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
phosphatidylcholine supplements,56,56,170,37,0.85,https://smartq.pureforyou.com/products/33055557713954/phosphatidylcholine,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
magnesium sitrate,42,42,50,43,0.33,https://smartq.pureforyou.com/products/32040753659938/magnesium-citrate,0,0,0,1,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Things to know, AI overview",informational,Organic
magnesium sitrate,48,48,50,43,0.33,https://smartq.pureforyou.com/products/32040753659938/magnesium-citrate,0,0,0,1,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, Things to know, AI overview",informational,Organic
magnesium glycinate 420mg,29,29,90,30,0.7,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
innate immune support,1,1,30,1,2.4,https://smartq.pureforyou.com/products/39354427932706/innate-immune-support,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
magnesium glycinate pure encapsulations reviews,1,1,30,25,0.75,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview
magnesium glycinate pure encapsulations reviews,6,6,30,25,0.75,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
magnesium glycinate pure encapsulations reviews,55,55,30,25,0.75,https://pureforyou.com/,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
o.n.e. multivitamin by pure encapsulations,26,26,210,21,0.73,https://pureforyou.com/,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
o.n.e. multivitamin by pure encapsulations,38,38,210,21,0.73,https://pureforyou.com/,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
o.n.e. multivitamin by pure encapsulations,39,39,210,21,0.73,https://pureforyou.com/,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
magnesium different types,55,55,880,51,0.25,https://smartq.pureforyou.com/blog/561239916578/types-of-magnesium-which-one-is-the-best,0,0,0,0.78,"Image pack, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
thyro complex,57,57,320,6,1.5,https://smartq.pureforyou.com/products/32040791375906/thyroid-support-complex,0,0,0,1,"Knowledge panel, Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
selenium otc,86,86,90,35,0.64,https://smartq.pureforyou.com/products/33055573114914/selenium-selenomethionine-60,0,0,0,0.81,"Knowledge panel, Sitelinks, Video, Related searches, Things to know, AI overview",informational,Organic
pur formulas,9,9,40,59,1.7,https://smartq.pureforyou.com/collections/mens-formulas,0,0,0,0.82,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
pur formulas,14,14,40,59,1.7,https://pureforyou.com/,0,0,0,0.82,"Knowledge panel, Sitelinks, Video, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
pure encapsulations magnesium glycinate dosage,1,1,170,13,1.08,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,0.85,"Sitelinks, Video, Image, Related searches, AI overview",informational,AI overview
pure encapsulations fish oil,26,26,210,5,1.19,https://smartq.pureforyou.com/collections/fish-oils-omegas/page-2,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pure encapsulations fish oil,56,56,210,5,1.19,https://pureforyou.com/,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pure encapsulations vit e,56,56,50,6,1.51,https://pureforyou.com/,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
k2 and d3 supplements,23,23,210,30,0.95,https://smartq.pureforyou.com/products/43591436894242/vitamin-d3-k2,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
lactaid for gluten,45,45,70,21,0.69,https://smartq.pureforyou.com/blog/558604419106/gluten-digestive-enzymes-and-gluten-free-living,0,0,0,0.96,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
adipolean ii reviews,8,8,40,4,0,https://smartq.pureforyou.com/products/32889526681634/adipolean-ii,0,0,0,0.86,"Knowledge panel, Sitelinks, People also ask, AI overview","commercial, informational",Organic
pancreatic enzyme supplement,46,46,320,32,0.86,https://smartq.pureforyou.com/products/33055587762210/pancreatic-enzyme-formula-60,0,0,0,0.99,"Sitelinks, Video, Related searches, Things to know, Discussions and forums, AI overview",informational,Organic
pure encapsulations customer service,26,26,90,16,2.67,https://pureforyou.com/pages/terms,0,0,0,0.19,"Sitelinks, People also ask, Related searches",informational,Organic
pure encapsulations customer service,34,34,90,16,2.67,https://pureforyou.com/pages/terms,0,0,0,0.19,"Sitelinks, People also ask, Related searches",informational,Organic
pure encapsulations customer service,42,42,90,16,2.67,https://pureforyou.com/pages/personalized-supplement-subscription,0,0,0,0.19,"Sitelinks, People also ask, Related searches",informational,Organic
7 keto diet supplement,47,47,30,24,1.25,https://smartq.pureforyou.com/products/33055660146722/7-keto-dhea-25-mg-60,0,0,0,1,"Knowledge panel, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
7 keto diet supplement,52,52,30,24,1.25,https://smartq.pureforyou.com/products/33055660146722/7-keto-dhea-25-mg-60,0,0,0,1,"Knowledge panel, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
calcium vitamin d and vitamin k,49,49,170,25,0.62,https://smartq.pureforyou.com/products/39444930887714/calcium-k-d,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
calcium vitamin d and vitamin k,58,58,170,25,0.62,https://smartq.pureforyou.com/products/39444930887714/calcium-k-d,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure vitamins for women,20,20,30,16,0.84,https://pureforyou.com/,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
best-rest formula,2,2,30,12,0.62,https://smartq.pureforyou.com/products/32040732033058/best-rest-formula,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,People also ask
best-rest formula,5,5,30,12,0.62,https://smartq.pureforyou.com/products/32040732033058/best-rest-formula,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
real gut,51,51,70,32,0,https://smartq.pureforyou.com/collections/gut-health,0,0,0,0.01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
rhodiola rosea tablets,21,21,170,45,0.7,https://smartq.pureforyou.com/products/33055574065186/rhodiola-rosea-90,0,0,0,1,"Image pack, Sitelinks, Video, Image, People also ask, AI overview",informational,Organic
magnesium.citrate,55,55,720,50,0.33,https://smartq.pureforyou.com/products/32040753659938/magnesium-citrate,0,0,0,1,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Things to know, AI overview",informational,Organic
magnesium citrate glycinate,38,38,320,29,0.08,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,0.51,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations multi,18,18,90,18,0.66,https://pureforyou.com/,0,0,0,1,"Sitelinks, Video, Image, Related searches, Discussions and forums",informational,Organic
you..com,73,73,30,63,2.31,https://pureforyou.com/,0,0,0,0.02,"Sitelinks, Video, Image, Video Carousel, People also ask",navigational,Organic
supplement quiz for women,57,57,40,29,1.21,https://smartq.pureforyou.com/survey,0,0,0,0.91,"Sitelinks, Video, Related searches",informational,Organic
adrenal complex supplements,55,55,40,16,0.89,https://smartq.pureforyou.com/products/33055658901538/adrenal,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
adrenal complex supplements,66,66,40,16,0.89,https://smartq.pureforyou.com/products/33055658901538/adrenal,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
b-complex plus pure encapsulations product info and reviews,1,1,170,21,0,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,0,0,0,0,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,AI overview
pure wellness products,44,44,90,8,1.21,https://smartq.pureforyou.com/products/39402714103842/emotional-wellness,0,0,0,1,"Local pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
magnesium glycinate 320 mg,16,16,210,50,0.54,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
magnesium glycinate 320 mg,35,35,210,50,0.54,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
where to buy magnesium powder,19,19,90,14,0.78,https://smartq.pureforyou.com/products/33055606439970/magnesium-powder,0,0,0,1,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
creatine pure encapsulations,53,53,170,11,1.67,https://pureforyou.com/,0,0,0,1,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
pure formula com,18,18,50,55,1.33,https://pureforyou.com/,0,0,0,0.96,"Sitelinks, Video, Related searches",navigational,Organic
lipo nr,48,48,50,30,0.69,https://smartq.pureforyou.com/products/42756074209314/nr-longevity,0,0,0,0.92,"Sitelinks, Video, Related searches, AI overview",informational,Organic
can i take 20 mg melatonin,72,72,260,38,0.04,https://smartq.pureforyou.com/products/33055598772258/melatonin-20-60,0,0,0,0.03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
can i take 20 mg melatonin,97,97,260,38,0.04,https://smartq.pureforyou.com/products/33055598772258/melatonin-20-60,0,0,0,0.03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
nr powder,86,86,70,11,1.51,https://smartq.pureforyou.com/products/42756074209314/nr-longevity,0,0,0,1,"Sitelinks, Video, Related searches, AI overview",informational,Organic
nr powder,92,92,70,11,1.51,https://smartq.pureforyou.com/products/42756074209314/nr-longevity,0,0,0,1,"Sitelinks, Video, Related searches, AI overview",informational,Organic
where to buy human growth hormones,51,51,210,34,1.92,https://smartq.pureforyou.com/products/39400289599522/growth-hormone-support,0,0,0,0.79,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
prebiotic powders,12,12,90,14,1.54,https://smartq.pureforyou.com/products/33055586517026/poly-prebiotic-powder,0,0,0,1,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",informational,Organic
revive magnesium glycinate,30,30,210,11,0.84,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums","informational, transactional",Organic
revive magnesium glycinate,53,53,210,11,0.84,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums","informational, transactional",Organic
revive magnesium glycinate,59,59,210,11,0.84,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums","informational, transactional",Organic
curcumin with piperine supplements,6,6,30,29,1.41,https://smartq.pureforyou.com/products/32040735965218/curcumin-500-with-bioperine,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
vitamin k and d3 supplement,12,12,50,25,1.68,https://smartq.pureforyou.com/products/43591436894242/vitamin-d3-k2,0,0,0,0.93,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
